start_s,end_s,duration_s,pitch_midi,pitch_name,pitch_hz,velocity,confidence
37.1750,37.4188,0.2438,46,A#2,116.541,39,0.3066
36.9661,37.6278,0.6618,54,F#3,184.997,57,0.4516
36.7455,36.9661,0.2206,54,F#3,184.997,44,0.3488
36.7455,36.8848,0.1393,51,D#3,155.563,48,0.3814
36.5133,36.7455,0.2322,54,F#3,184.997,62,0.4871
36.5017,36.6410,0.1393,47,B2,123.471,51,0.3996
35.3742,36.0140,0.6398,47,B2,123.471,58,0.4559
35.3394,35.7225,0.3831,56,G#3,207.652,44,0.3435
34.8866,35.3742,0.4876,47,B2,123.471,46,0.3636
34.1552,34.4454,0.2902,61,C#4,277.183,58,0.4599
34.1552,34.3409,0.1858,57,A3,220.000,77,0.6102
34.0391,34.1552,0.1161,57,A3,220.000,80,0.6268
33.9694,34.0971,0.1277,81,A5,880.000,51,0.4043
33.8301,34.0391,0.2090,57,A3,220.000,94,0.7417
32.4704,32.9000,0.4296,54,F#3,184.997,49,0.3859
32.4588,32.7142,0.2554,61,C#4,277.183,49,0.3846
31.5403,31.8203,0.2799,54,F#3,184.997,50,0.3969
30.9831,31.1804,0.1974,54,F#3,184.997,63,0.4969
30.8205,30.9831,0.1625,54,F#3,184.997,83,0.6559
30.8089,31.0643,0.2554,61,C#4,277.183,64,0.5064
30.5767,30.7276,0.1509,58,A#3,233.082,42,0.3321
