start_s,end_s,duration_s,pitch_midi,pitch_name,pitch_hz,velocity,confidence
30.3561,30.5187,0.1625,58,A#3,233.082,68,0.5338
30.3561,30.4954,0.1393,53,F3,174.614,76,0.5957
30.0659,30.3561,0.2902,53,F3,174.614,43,0.3367
29.6234,29.8221,0.1987,53,F3,174.614,53,0.4195
29.5305,29.6118,0.0813,49,C#3,138.591,58,0.4582
29.3796,29.5305,0.1509,49,C#3,138.591,63,0.4932
28.9036,29.6118,0.7082,54,F#3,184.997,60,0.4739
28.7062,28.7759,0.0697,53,F3,174.614,52,0.4111
27.0912,27.2653,0.1741,61,C#4,277.183,49,0.3843
27.0795,27.7413,0.6618,49,C#3,138.591,55,0.4333
26.6268,26.9518,0.3251,57,A3,220.000,91,0.7169
26.3133,26.6268,0.3135,57,A3,220.000,102,0.7996
26.1507,26.3133,0.1625,56,G#3,207.652,63,0.4988
25.7083,25.9069,0.1987,52,E3,164.814,36,0.2808
25.7083,26.0346,0.3264,47,B2,123.471,40,0.3187
25.4645,26.1391,0.6747,54,F#3,184.997,57,0.4516
25.2323,25.4645,0.2322,54,F#3,184.997,76,0.5983
24.7795,24.9652,0.1858,54,F#3,184.997,53,0.4170
24.7795,25.0581,0.2786,49,C#3,138.591,56,0.4399
24.0713,24.7795,0.7082,54,F#3,184.997,63,0.4954
23.3850,23.5940,0.2090,49,C#3,138.591,69,0.5467
23.3734,23.8262,0.4528,54,F#3,184.997,62,0.4889
23.1412,23.3734,0.2322,54,F#3,184.997,74,0.5822
21.7583,22.1079,0.3496,52,E3,164.814,43,0.3388
21.7351,23.1412,1.4061,54,F#3,184.997,68,0.5354
21.3288,21.6887,0.3599,47,B2,123.471,48,0.3807
20.7366,21.7351,0.9985,54,F#3,184.997,60,0.4756
19.6672,19.9356,0.2683,49,C#3,138.591,71,0.5625
19.5860,19.6672,0.0813,49,C#3,138.591,54,0.4263
19.1796,19.5163,0.3367,57,A3,220.000,84,0.6633
18.4598,18.7965,0.3367,54,F#3,184.997,50,0.3911
18.0535,18.6223,0.5689,47,B2,123.471,58,0.4551
17.5065,17.7387,0.2322,54,F#3,184.997,54,0.4239
16.5777,17.4717,0.8940,57,A3,220.000,47,0.3702
16.0901,17.2163,1.1262,54,F#3,184.997,51,0.4041
13.7655,13.8468,0.0813,47,B2,123.471,41,0.3228
12.8483,13.2547,0.4063,56,G#3,207.652,61,0.4799
12.8367,12.9064,0.0697,54,F#3,184.997,40,0.3111
12.3723,12.4884,0.1161,47,B2,123.471,33,0.2596
12.1401,12.3259,0.1858,49,C#3,138.591,62,0.4879
11.4887,12.0240,0.5353,57,A3,220.000,74,0.5797
10.9778,11.6512,0.6734,61,C#4,277.183,49,0.3869
10.9778,11.3494,0.3715,54,F#3,184.997,59,0.4667
10.7340,11.3145,0.5805,56,G#3,207.652,52,0.4098
10.2812,10.8734,0.5921,52,E3,164.814,42,0.3319
10.0374,10.3509,0.3135,54,F#3,184.997,59,0.4658
10.0258,10.2464,0.2206,49,C#3,138.591,53,0.4162
9.8272,10.0258,0.1987,61,C#4,277.183,59,0.4648
9.3163,9.8272,0.5108,61,C#4,277.183,55,0.4316
9.0841,9.9678,0.8836,57,A3,220.000,55,0.4302
8.6197,8.9796,0.3599,49,C#3,138.591,64,0.5056
8.6081,9.2351,0.6269,54,F#3,184.997,60,0.4737
8.3875,8.6197,0.2322,49,C#3,138.591,75,0.5899
8.1669,8.6081,0.4412,54,F#3,184.997,62,0.4869
8.1553,8.3875,0.2322,49,C#3,138.591,63,0.4940
7.4458,8.2134,0.7675,61,C#4,277.183,42,0.3323
6.9466,7.3878,0.4412,52,E3,164.814,57,0.4521
6.7260,8.1669,1.4409,54,F#3,184.997,61,0.4832
6.5519,6.6680,0.1161,47,B2,123.471,50,0.3925
6.4822,6.7260,0.2438,54,F#3,184.997,72,0.5694
6.2384,6.3893,0.1509,52,E3,164.814,48,0.3752
6.0294,6.4822,0.4528,54,F#3,184.997,64,0.5041
5.5870,6.0294,0.4425,54,F#3,184.997,52,0.4104
5.3432,5.7147,0.3715,56,G#3,207.652,58,0.4561
4.6349,5.0877,0.4528,54,F#3,184.997,51,0.4016
4.6349,4.8091,0.1741,49,C#3,138.591,45,0.3518
4.1589,4.5421,0.3831,57,A3,220.000,71,0.5579
3.1592,3.3914,0.2322,52,E3,164.814,49,0.3834
2.9850,4.0544,1.0694,47,B2,123.471,51,0.4038
2.7296,3.1592,0.4296,52,E3,164.814,52,0.4091
2.4742,3.1476,0.6734,54,F#3,184.997,53,0.4188
1.7879,2.9502,1.1623,61,C#4,277.183,48,0.3759
1.7763,2.1723,0.3960,54,F#3,184.997,48,0.3781
1.5557,2.4045,0.8488,57,A3,220.000,47,0.3723
1.5557,1.7763,0.2206,54,F#3,184.997,63,0.4940
1.0681,1.5557,0.4876,54,F#3,184.997,63,0.4972
11.3145,11.4771,0.1625,57,A3,220.000,104,0.8172
3.7513,4.1473,0.3960,57,A3,220.000,78,0.6133
18.7268,19.1680,0.4412,57,A3,220.000,89,0.6975
123.1686,123.6098,0.4412,57,A3,220.000,82,0.6447
63.8263,64.2791,0.4528,57,A3,220.000,68,0.5346
41.2759,41.6474,0.3715,57,A3,220.000,66,0.5233
71.6333,72.0629,0.4296,57,A3,220.000,81,0.6379
55.9960,56.4953,0.4992,57,A3,220.000,66,0.5186
61.1186,61.7236,0.6050,49,C#3,138.591,67,0.5268
48.8275,49.1410,0.3135,57,A3,220.000,69,0.5441
83.4368,83.9244,0.4876,54,F#3,184.997,61,0.4841
75.4311,76.2915,0.8604,49,C#3,138.591,58,0.4555
74.0031,75.5833,1.5802,54,F#3,184.997,59,0.4638
67.1829,67.5789,0.3960,54,F#3,184.997,51,0.4038
81.1587,82.4603,1.3016,54,F#3,184.997,65,0.5133
125.5615,128.7904,3.2289,54,F#3,184.997,56,0.4377
114.3850,114.5592,0.1741,54,F#3,184.997,63,0.4984
51.5340,52.9981,1.4641,54,F#3,184.997,59,0.4629
45.4349,45.7148,0.2799,56,G#3,207.652,64,0.5035
79.8816,79.9860,0.1045,56,G#3,207.652,65,0.5153
13.2547,15.2877,2.0330,54,F#3,184.997,58,0.4548
122.3894,123.0396,0.6502,56,G#3,207.652,54,0.4271
98.6664,99.5153,0.8488,49,C#3,138.591,47,0.3729
26.9518,27.0679,0.1161,56,G#3,207.652,67,0.5304
45.7380,46.1211,0.3831,54,F#3,184.997,57,0.4520
115.3499,115.7795,0.4296,45,A2,110.000,59,0.4633
15.8682,16.0785,0.2103,54,F#3,184.997,64,0.5042
64.7203,64.8015,0.0813,56,G#3,207.652,57,0.4513
52.7891,53.2419,0.4528,56,G#3,207.652,53,0.4144
116.4297,116.6386,0.2090,54,F#3,184.997,62,0.4913
23.1760,23.3734,0.1974,49,C#3,138.591,64,0.5035
15.4503,16.4616,1.0114,49,C#3,138.591,54,0.4215
33.7475,33.8185,0.0709,57,A3,220.000,48,0.3817
20.3303,20.6786,0.3483,56,G#3,207.652,57,0.4460
27.7994,28.3463,0.5470,51,D#3,155.563,58,0.4581
63.3374,63.6870,0.3496,56,G#3,207.652,59,0.4620
122.2269,122.8190,0.5921,40,E2,82.407,54,0.4243
117.5107,118.0796,0.5689,54,F#3,184.997,63,0.4968
121.5187,121.7044,0.1858,42,F#2,92.499,58,0.4585
116.9753,117.5919,0.6166,47,B2,123.471,57,0.4506
103.8367,104.9165,1.0797,54,F#3,184.997,53,0.4186
25.0581,25.3832,0.3251,50,D3,146.832,52,0.4079
99.8171,100.0493,0.2322,47,B2,123.471,40,0.3159
23.6985,24.7447,1.0462,50,D3,146.832,54,0.4226
10.5134,10.7224,0.2090,56,G#3,207.652,64,0.5054
120.5654,120.9833,0.4180,42,F#2,92.499,59,0.4647
