start_s,end_s,duration_s,pitch_midi,pitch_name,pitch_hz,velocity,confidence
4.7394,5.2619,0.5224,60,C4,261.626,82,0.6486
4.5537,4.7394,0.1858,60,C4,261.626,82,0.6480
4.4144,4.5537,0.1393,60,C4,261.626,87,0.6866
4.2402,4.4144,0.1741,60,C4,261.626,81,0.6398
3.9022,4.0661,0.1638,63,D#4,311.127,54,0.4274
3.9022,4.2402,0.3380,60,C4,261.626,80,0.6279
3.7397,3.9022,0.1625,60,C4,261.626,78,0.6142
3.5307,3.7397,0.2090,60,C4,261.626,73,0.5738
3.3914,3.5191,0.1277,63,D#4,311.127,42,0.3302
3.2869,4.2402,0.9533,48,C3,130.813,46,0.3639
3.0431,3.2869,0.2438,48,C3,130.813,48,0.3767
