start_s,end_s,duration_s,pitch_midi,pitch_name,pitch_hz,velocity,confidence
2.5206,2.6600,0.1393,63,D#4,311.127,44,0.3496
2.5206,3.5307,1.0101,60,C4,261.626,65,0.5123
2.3581,2.5206,0.1625,60,C4,261.626,86,0.6752
2.0214,2.1375,0.1161,63,D#4,311.127,44,0.3503
2.0098,2.3581,0.3483,60,C4,261.626,77,0.6098
1.8460,2.0098,0.1638,60,C4,261.626,80,0.6323
1.6834,2.0679,0.3844,48,C3,130.813,51,0.4008
1.6718,1.8460,0.1741,60,C4,261.626,37,0.2897
1.3119,1.6022,0.2902,46,A#2,116.541,77,0.6097
0.9288,1.0565,0.1277,50,D3,146.832,34,0.2697
